,category,company,degree,details,employment_type,experience,industry,location,salary,title,travel
130,"Engineering, Information Technology, Design",Robert Half Technology,NA,"
Ref ID: 03500-9501164580Classification: Database AdministrationCompensation: DOEOur client in Oklahoma City is seeking an Oracle Database Administrator who will contribute, in a team environment, to the development and maintenance of the Oracle databases and software applications. The candidate will contribute in the areas of administering and optimizing the production Oracle databases and developing database based web applications. Major Duties and Responsibilities: Provide 24x7 production Oracle database support on a rotational basis to ensure the availability and recoverability of all databases. Perform Oracle database tuning, capacity planning and performance monitoring. Perform Oracle database upgrades, installations and patching. Implement and maintain sound backup, recovery, High Availability (HA) and Disaster Recovery (DR) solutions. Work closely with the application engineers to model and build databases, write queries and store procedures, and assist Structured Query Language (SQL) tuning. Support and maintain existing software applications including troubleshooting and bug fixes. Maintain a strong commitment to the implementation and perpetuation of values and ethics. Work Direction and Interface: Work closely with customers that crosses organizational boundaries Collaborate with database administration and management staff at other research user facilities Possess strong commitment to team environment dynamics with the ability to contribute expertise and follow leadership directives at appropriate times as well as work independently

Basic Qualifications: Must have a Q clearance Bachelor's degree in computer science, computer engineering or related field.. 3+ years of Database Administrator (Oracle) experience in database software configuration, installation, operation, optimization, backup and recovery. 3+ years of Database Development experience in creating/modifying data, and PL/SQL database support. Proven experience with LINUX (redhat). Strong written and oral communication skills. Able to work in a team environment and self-motivated. TO APPLY: Send resumes to [Click Here to Email Your Resumé] - Thank you and we look forward to working with you!Technology doesn't change the world. People do.As a technology staffing firm, we can't think of a more fitting mantra. We're extreme believers in technology and the incredible things it can do. But we know that behind every smart piece of software, every powerful processor, and every brilliant line of code is an even more brilliant person. Leader among IT staffing agenciesThe intersection of technology and people  it's where we live. Backed by more than 65 years of experience, Robert Half Technology is a leader among IT staffing agencies. Whether you're looking to hire experienced technology talent or find the best technology jobs, we are your IT expert to call. We understand not only the art of matching people, but also the science of technology. We use a proprietary matching tool that helps our staffing professionals connect just the right person to just the right job. And our network of industry connections and strategic partners remains unmatched.Apply for this job now or contact our branch office at 888.674.2094 to learn more about this position.All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.© 2018 Robert Half Technology. An Equal Opportunity Employer M/F/Disability/Veterans.By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.
",Contractor,3+ years,"Computer Hardware, Computer Software","Calumet, OK 73014",NA,Oracle Database Administrator,NA
131,Information Technology,CTG,NA,"
No C2C ETL Developer CTG is assisting our financial client with staffing an ETL Developer for a Contract role in Buffalo, NY.  No C2C Skills Required: ETL Development - Informatica & Microsoft SQL Server DB   Minimum Qualifications: • Informatica Development experience • UNIX and Windows experience • SQL Server database development experience • Distributed systems background • Demonstrates a high aptitude for complex problem analysis and resolution. • Ability to interact with and clearly explain requirements to other technical groups. • Detail oriented, uses sound judgment, is proactive and self-motivated. • Excellent oral and written communication skills with the ability to effectively present to the target audience. • Must be self-directed and able to work independently with minimal supervision. • Capable of quickly learning new technical skills. • Must possess a very good working knowledge of word processing, spreadsheet and databases.   Preferred Qualifications: • Ability to lead or actively participate in technical walkthroughs. • Ability to plan, prioritize, and integrate multiple system components in order to deploy successful solutions. • Understanding of a system development life cycle. • Asserts ideas, encourages teamwork and acts as a role model when leading and directing others. • Ability to handle multiple tasks on a variety of assignments. • Stays current on industry trends and direction. • Proficient in multiple development tools and thorough knowledge of application development support software and hardware platforms along with a diverse technical background in computing environments. • Requires excellent analytical, organization, and time management skills, strong judgment, and basic management skills, and the ability to work effectively with clients and IT management and staff personnel.   TO APPLY To be considered, please immediately apply to this requisition using the link provided or go to the CTG Careers page at www.ctg.com/content/careers (click on North America tab) and apply to 17206762. For additional information, please contact Laura Evertsen at [Click Here to Email Your Resumé].   

CTG is the most reliable IT services provider, built on 50 years of meeting our commitments to make technology work for clients and deliver real business value. CTG provides industry-specific IT strategy, services, and solutions that address the business needs and staffing challenges of clients in high-growth industries, including major technology companies, large corporations, and government entities located in North America and Western Europe.   CTG's greatest asset is its people, and as such we are committed to providing employees programs and processes to support their performance, hone their skills, and advance in their careers. This commitment is reflected by CTG being named a Best Places to Work Company by Modern Healthcare (since 2013) in North America, and a Best Places to Work Company in the United Kingdom (2013), Belgium (since 2007), and Luxembourg (since 2011).   CTG will consider for employment all qualified applicants including those with criminal histories in a manner consistent with the requirements of all applicable local, state, and federal laws. CTG is an Equal Opportunity/Affirmative Action Employer and strong advocate of workforce diversity. Minority/Female/Sexual Orientation/Gender Identity/Disability/Veteran.
",Contractor,NA,"Banking - Financial Services, Computer Software","Buffalo, NY",NA,ETL Developer,Travel - None
132,"Engineering, Information Technology, Design",Robert Half Technology,NA,"
Ref ID: 01500-0010398024Classification: Database AdministrationCompensation: $85,000.00 to $100,000.00 per yearSQL Server Database Administrator (DBA) (Direct Hire- NOT contract) This is a Permanent *Direct Hire position with one of our client companies in the Des Moines, IA area. This company is solid, financially secure, has excellent benefits and has a great new opportunity for a SQL Server Database Administrator (DBA), as their sole DBA with a good team in a professional environment. The client's business is in a very stable industry. Join a team where you can have immediate impact. This is a permanent direct hire full-time salaried position has a base salary range of 85K to 100K, depending on experience plus great benefits. (Perm *Direct Hire Position, not Contract) For immediate and confidential consideration on this Permanent / Direct hire IT opportunity, it is best to call me directly OR message me on LinkedIn, Bob Thompson VP, Technology Permanent Placement Services for Iowa and Nebraska Region at 515-282-6876, also e-mail your resume confidentially to [Click Here to Email Your Resumé] (profile on LinkedIn). For immediate and confidential consideration on this Permanent Direct Hire IT opportunity, it is best to call me directly OR message me on LinkedIn, Bob Thompson VP, Technology Permanent Placement Services for Iowa and Nebraska Region at 515-282-6876, also e-mail your resume confidentially to [Click Here to Email Your Resumé] (profile on LinkedIn). This is a permanent direct hire full-time salaried position has a base salary range of 85K to 100K, depending on experience plus great benefits. (Perm *Direct Hire Position) This is a terrific opportunity with a growing company. The ideal candidate will have strong DBA experience (e.g. implementing SQL HA/DR, maintenance plans, DB administrative tools) and some experience or exposure to SQL Always On and Server Clustering. Our client company is seeking a SQL Server Database Administrator (DBA). Some of the duties will be to monitor, administer, implementation and performance tuning in a clustered server environment. This position will work with our DBA team on DBA activities for our Microsoft SQL environments and may include: Optimization of database operations and services to support database operations, optimization and security of all data. Working with the development teams to manage the applications database environments, capacity planning and initiating discovery and implementation of supporting tools to the MS SQL environment. Requirements:  4 (or more) years experience as an MS SQL Server DBA  The ideal candidate will have strong DBA experience (e.g. implementing SQL HA/DR, maintenance plans, DB administrative tools) and some experience or exposure to SQL Always On and Server Clustering

MS SQL ServerTechnology doesn't change the world. People do.As a technology staffing firm, we can't think of a more fitting mantra. We're extreme believers in technology and the incredible things it can do. But we know that behind every smart piece of software, every powerful processor, and every brilliant line of code is an even more brilliant person. Leader among IT staffing agenciesThe intersection of technology and people  it's where we live. Backed by more than 65 years of experience, Robert Half Technology is a leader among IT staffing agencies. Whether you're looking to hire experienced technology talent or find the best technology jobs, we are your IT expert to call. We understand not only the art of matching people, but also the science of technology. We use a proprietary matching tool that helps our staffing professionals connect just the right person to just the right job. And our network of industry connections and strategic partners remains unmatched.Apply for this job now or contact our branch office at 888.674.2094 to learn more about this position.All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.© 2018 Robert Half Technology. An Equal Opportunity Employer M/F/Disability/Veterans.By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.
",Full-Time,65 years,"Computer Hardware, Computer Software","Des Moines, IA 50309","$85,000.00 - $100,000.00 /Year",SQL Server Database Administrator - Direct,NA
133,Information Technology,Sodexo,NA,"
Sodexo has an opportunity for a Lead Database Administrator to work in Williamsville, NY. This individual will be a hands-on DBA who is responsible for the system development life cycle of multiple mission critical databases. Will perform troubleshooting / performance tuning, managing database utilities, and monitoring the relationships between the database users and applications. Maintains the organization's databases across multiple platforms and computing environments. Applies understanding of relational database concepts and query languages in order to design required summary or aggregation tables to support analyses. Collaborates with technology/infrastructure staff to identify data relationships and functional requirements. Analyzes and resolves issues related to information flow and content. Maintains database support tools, database tables and dictionaries, recovery and backup procedures. Analyzes logical and physical database designs; creates and applies applicable physical database changes to insure database integrity and performance

Experience in the planning, coordination, and administration of database systems, including the database definition, structure, documentation, requirements, operation guidelines and disaster/recovery protection is required. Strong knowledge of Oracle 11gr2 and RMAN are required. Oracle 12c experience is considered a plus. Strong communication skills are required.

Strong knowledge/Extensive experience in all of the following is preferred:

Oracle Data Guard
Unix Shell Scripting
AIX Unix and Linux environments


Responsible for quality control and auditing of databases to ensure accurate and appropriate use of data. Works with management to develop database strategies to support company's needs. Consults with and advises users of the various databases. Works directly with users of data to resolve data conflicts and inappropriate data usage. Identifies opportunities for effectively satisfying corporate information needs through automation. Directs the maintenance and use of the corporate data dictionary.

Basic Education Requirement - Bachelor's Degree 
Basic Functional Experience - 3 years of IT programming or development experienceSodexo is an EEO/AA/Minority/Female/Disability/Veteran employer.PI101912110
",Full-Time, - 3 years,Internet - ECommerce,"Cheektowaga, NY",NA,Lead Oracle DBA,NA
134,Information Technology,Vaco Technology,Degree - 4 Year Degree,"
Database administration experts-are you ready to grow your career by applying your database expertise to more complex projects with some of the nation's top companies? Let Vaco serve as your advocate in presenting you to clients who are looking for Database Administrators. Our recruiting staff gives you an advantage over your competition by promoting your strengths and assets directly to hiring managers while helping you to be more prepared for your interviews.From keeping you up to date on market trends and industry expectations to providing you with valuable insight into the company culture, compensation expectations, and growth opportunities of specific clients, Vaco will give you the edge you need in today's highly competitive job marketplace. If you are passionate about database administration and are ready for a rewarding new challenge, let Vaco help you to make it happen. Apply today!As a Database Administrator, you will be responsible for developing and managing system databases as well as for database oversight within technical architecture and organizational initiatives.Your daily duties and responsibilities in this role will generally include:
Designing database schemas, building tables, writing store procedures and working with the application development team
Understanding, implementing, documenting and maintaining database roles and security
Utilizing expertise in data management and data processing techniques
Developing SQL queries and ad-hoc reports as needed
Providing expertise on SQL clustering and replication
Utilizing SQL Server Integration Services (SSIS), SQL Server Reporting Services(SSRS) and SQL Server Analysis Services (SSAS)
MUST HAVE EXPERIENCE: SQL, MySQL, AlwaysOn 


As a Database Administrator, you must be highly technical, analytical and critical thinker. You need to be capable of working proficiently at both strategic and tactical aspects of a project. It is also important that you have excellent verbal and written communication skills and the ability to interact professionally and effectively with all levels of staff.Specific qualifications for the role include: • Bachelor's degree or Master's degree in Information Systems or in a related field working with advanced level systems and software integration concepts or equivalent work experience• Minimum 3 years of experience in a DBA role• 3-5 years' experience of Microsoft SQL Server and other similar technologies• Minimum 3 years' experience with relational database modeling• Experience with SQL clustering and replication• Familiarity with SQL Server Integration Services (SSIS), SQL Server Reporting Services(SSRS) and SQL Server Analysis Services (SSAS)• MUST HAVE EXPERIENCE: SQL, MySQL, and AlwaysOn
",Contractor,Experience - At least 4 year(s),Accounting - Finance,"Raleigh, NC",NA,Database Administrator,NA
135,Other,Modis,Degree - None,"
Are you looking for an ETL Developer opportunity in the Phoenix area with a great finance company? 
 Responsible for analyzing the business requirements, design, develop and implement highly efficient, highly scalable ETL processes. 
Performs daily and project functions with a focus on meeting the business objectives on time within a rapidly changing work environment. 
Technically strong in ETL, concept, design and development and database utilities (Oracle).
  If you are interested in this opportunity please apply directly. Feel free to contact Bryan at 303-474-2071.  
",Contractor,NA,Other Great Industries,"Phoenix, AZ",NA,ETL Developer,NA
136,Information Technology,Signature Consultants,Degree - 4 Year Degree,"
Azure/SQL DBA Summary:Signature Consultants is seeking an Azure/SQL DBA for an opportunity in the Washington, DC area. The SQL DBA will provide leadership, guidance, and coordination for large DBA support teams, including coordination of complex database design, development, implementation, and support of databases for project and/or production efforts. He or she will work with application teams to apply best practices to design and implement enhancements and fixes to new and existing databases and ETL jobs.Responsibilities:
Monitor and triage production database issues as needed, and tune performance of existing databases
Provide Technical leadership for architecture, design and implementation of various system components
Provide Guidance on high level design for new initiatives and analyze their impact on overall enterprise architecture
Guide team members to influence overall software strategy and direction
Take up responsibility for development of large-scale Web applications, related systems and tools, including analysis, design, implementation, unit testing and documentation
Collaborate with business owners, project managers and other technical teams
Contribute to company's engineering standards and best practices
Participate in capacity analysis preparing the enterprise for peak load and planning for year over year growth.
Suggest scalability initiatives based on capacity analysis
Required Experience:
3-5 years software engineering experience with strong database background and demonstrated experience on defining enterprise architecture
Support of SSIS Yes 4 - 6 Years
Software Skills SQL 6 + Years
Azure Cosmos DB Expertise
About Signature Consultants, LLCHeadquartered in Fort Lauderdale, Florida, Signature Consultants was established in 1997 with a singular focus: to provide clients and consultants with superior staffing solutions. For the seventh consecutive year, Signature was voted as one of the ""Best Staffing Firms to Work For"" and is now the 14th largest IT staffing firm in the United States (source: Staffing Industry Analysts). With 26 locations throughout North America, Signature annually deploys thousands of consultants to support, run, and manage their clients' technology needs. Signature offers IT staffing, consulting, managed solutions, and direct placement services. For more information on the company, please visit www.sigconsult.com.
",Full-Time,3-5 years,Insurance,"Chevy Chase Section Three, MD 20815",NA,Azure/SQL DBA,NA
137,Information Technology,"Peer Solutions Group, Inc",Degree - 4 Year Degree,"
We are currently hiring a Oracle DBA with PL/SQL experience that will be responsible for scoping, designing, developing, and maintaining Oracle 12c database objects including package and package bodies, triggers. The candidate will work in a dynamic environment with strong personalities and will need to be just as assertive. Work on this project includes working with a data model that is still changing and will need to work with the data modeler to identify and fill gaps.Location: On site at our client location in Columbia, SC.
Duration: Long-term project (12 months with possibility of extn.)
Employment type: W2 only. Corp-to-Corp and/or 1099 is not allowed

Responsibilities• Work with a development team any needed interface routines.• Support database operations and work closely with application and infrastructure group.• Contribute to service design for a service oriented architecture (SOA)-based system• Work with security services database security.• Database planning, scaling, and capacity planning activities• Database design, index creation, database optimization, and performance tuning• Design and implement new data models, tables, and schemas to support new functionality as the business demands, and enforce data integrity• Support the database application programming activities of the development group• Work with developers to move test code into production• Knowledge and experience with database maintenance• Experience with OLTP, ODS, and Warehousing systems• Experience with deployment automation of Data configurations• Excellent written and oral communications skills with demonstrated commitment to production of high quality documentation• Professional demeanor and strong work ethic• Self-starter personality requiring minimal supervision• Demonstrated commitment to providing excellent customer service






QUALIFICATIONS:Knowledge of data translation from OLTP to ODS systems.Knowledge of aggregate data stores and data modeling.Knowledge of data layer abstractionREQUIRED SKILLS
Must have at least 4+ years of experience and advanced level skills in the below areas.• PL/SQL: Triggers, Packages, Procedures, Functions, anonymous blocks, etc.• IDE’s; SQL Plus, TOAD, SQL Developer• Basic database design, database optimization, and performance tuning.• Linux (RedHat/Ubuntu)• Experience with software development life-cycles (SDLC).• Written and oral communication skills• Basic database management and administration• Query optimization• ORACLE/Postgres database architecture• Conviction of principles• Communication and feedbackPREFERRED SKILLS:• Data modeling• Postgres and/or MongoDB certification• Experience in the design and data layer implementation of service-oriented architectures.• JCL coding



WHEN YOU APPLY FOR THIS POSITION, PLEASE ENSURE YOU ATTACH YOUR RESUME.

About Peer Solutions Group, Inc.
Peer Solutions Group, a full-service, Minority Certified (MBE) IT Services company founded by professionals with hands on experience in Staffing, Recruiting, Project Management, Technology and Consulting. Since the past 10+ years, we have helped our customers strengthen their competitive advantage, reduce operational costs, and improve efficiency by providing our Personalized Effective Efficient Reliable services with integrity, intellectual growth, quality, respect and positive thinking. Our core capabilities include but are not limited to:

Project Management Consulting
Business Process Analysis and Re-engineering
Custom Application Development/Programming
Cyber Security Consulting
IT Staffing

Peer Solutions Group is an Equal Opportunity Employer and is committed to providing the right opportunities for the right people. We have a culture of entrepreneurship and innovation where our employees can make a difference. We are looking for like-minded, dynamic individuals to come and join our rapidly expanding team.
",Full-Time,Experience - At least 4 year(s),Consulting,"Columbia, SC",NA,Oracle DBA with PL/SQL,NA
138,Information Technology,"IT Connect, LLC",NA,"
SQL Developer/DBA
 
Innovative digital healthcare tech company utilizes software platform to leverage higher standards to client and patient care. We provide actionable insights based on real-time data that allow employers to regain control over their healthcare investment. In addition to an extremely robust environment we offer a number of other perks and benefits to attract top talent including competitive compensation, benefits, a Healthy Lifestyle Bonus Program where you’ll earn rewards like cash and paid time off through our wellness program
 
Position Summary
The ideal candidate will assume the role of Database Administrator and be integral to the planning, direction and execution of our organization’s database architecture to support and enhance the data needs of our business.  Candidate should be able to perform maintenance tasks on the current environment while also looking toward enhancements for scalability and the overall growth of the business.
 
Essential Roles and Responsibilities
§  Manage SQL Server databases through development, testing, and mission-critical production environments
§  Configure, monitor, and maintain servers and server processes for optimal system health and performance
§  Document and apply data modelling techniques to ensure consistency in development and implementation
§  Analyze, track, refine, and resolve issues in real-time to provide end-to-end troubleshooting
§  Provide technical mentorship and cross-training to other team members
§  Assist in query writing, stored procedures, triggers and user defined functions
§  Design and develop best-practices for queries and stored procedures with best practices for use by other team members
§  Some off-hours/flex support will be expected in this role for system maintenance and monitoring activities
 


Required Qualifications
§  BS Degree in Computer Science, Engineering, Mathematics or related field
§  3+ years MS SQL Server administration experience within an enterprise environment with emphasis on 2 and 3 tier architectures, server versions 2008 R2 thru 2014.
§  3+ years Windows Server experience, including utilization of Active Directory and Windows best practices and concepts
§  Advanced knowledge and experience in T-SQL coding: query writing, stored procedures, triggers and user defined functions.
§  Experience with performance tuning and optimization, native monitoring and troubleshooting tools, and backup/restoration/recovery models
§  Experience with SSIS packages and SSRS reporting tool
§  Thorough understanding of security, high availability, disaster recovery, replication/mirroring, failover clustering, and log shipping best practices
§  Ability to contribute to project planning, scope, and versioning dialogues and documentation
§  Strong verbal and written communication skills
 
Preferred Experience
§  Previous experience within the healthcare industry
§  Experience working within a highly integrated team comprised of both technical and non-technical members
§  Experience working independently on projects and tasks with minimal instruction
§  Solid understanding of industry standard fundamentals with object oriented design, data structures, algorithm design, problem solving, and complexity analysis
§  Deep rooted desire to contribute to constantly adapting techniques, technologies, and concepts

 
",Full-Time,Experience - At least 3 year(s),Healthcare - Health Services,"Charlotte, NC","$90,000.00 - $110,000.00 /Year",SQL DBA/Developer,Travel - None
139,Information Technology,NA,Degree - 4 Year Degree,"
SQL DBA
* SQL DBA, ideally with powershell experience
* Local candidates only

SQL DBA
* SQL DBA, ideally with powershell experience
* Local candidates only
",Full-Time,Experience - 10 years,Healthcare - Health Services,"Salt Lake City, UT",NA,SQL DBA,Travel - None
140,Information Technology,SoftNice Inc.,NA,"

Very strong in Oracle
Strong in Performance Tuning



Strong in SQL

Good problem solving skills
",Contractor,Experience - 6 to 10 years,Advertising,"Austin, TX",NA,Oracle DBA,NA
141,Information Technology,NA,NA,"
Senior Database Administrator – Remote
 

Our Orlando, FL based client has an immediate opening on their team support Database Management Systems applications. In this role, you will be interacting with application development and operations teams to ensure high availability, security, stability, and reliability of the data stores. You will also be responsible for data modeling and logical database design. 

Requirements:
·         8+ years of hands on experience across multiple databases (i.e. SQL, MySQL, Oracle)
·         Extensive experience with various storage engines, query optimization, database security, performance tuning, and database upgrades/patching/monitoring
·         Coding/Scripting experience with any of the following languages: Perl, Python, PHP, Linux Shell


For immediate consideration, send an updated resume to [Click Here to Email Your Resumé]
",Contractor,8+ years,Computer Software,"Orlando, FL",NA,Senior Database Administrator - Remote,NA
142,Information Technology,DISYS,Degree - 4 Year Degree,"
Cassandra DBA working on Rally integration components.  Skills:  1.      Cassandra 2.      Kafka 3.      Cassandra Schema/Design 4.      JSON  Req #: UHGJP00049250  What is the bill rate? Open (he said to tell him what he needs for a good person) Told him I’d talk with my expert delivery team and let him know… Can they be remote? Yes Can they be a subcontractor? No— It’s a CTH (just found this out) Well, could be sub if they can convert… How long do they need the Cassandra resource? 6 months (maybe longer) then converting them… it’s possible through the end of year and convert them Jan. 1 2019  Do they have a Cassandra DB in place or are they building one? – good question. Shoot, I didn’t see this until after I hung up with him. I’ll find out and let you know.  ***UPDATE from manager: There is a db in place but it is in development so  they need someone to help design it, make it work with Kafka, and design an identity schema for Cassandra. 

Digital Intelligence Systems, LLC. is an Equal Opportunity Employer, M/F/D/V. We do not discriminate against any employee or applicant because they inquired about, discussed, or disclosed compensation. Email recruitinghelp @ disys.com to contact us if you are an individual with a disability and require accommodation in the application process.
",Full-Time,Experience - At least 5 year(s),Healthcare - Health Services,"Hopkins, MN",$50.00 /Hour,Cassandra DBA- WORK FROM HOME,NA
143,Information Technology,NA,NA,"
** ONLY FOR W2**
 
Hello,
Please send me your updated resume if you are still available for this role. 
 
Role– Data Modeler
Location – Hartford CT
Duration- Long Term
 
Primary Skills Information Enterprise Data Modeler Experience in Data Modelling Tool such as Erwin Experience in Enterprise Data Modelling
Exposure to BI Tools and Frameworks Experience in Data Modelling Tools Creating Logical, conceptual data Models 
Data Model building for DWH / Data Marts
Designed conceptual data model based on the requirement
Experience in interacting with users to understand the business logics. Modeled the logical and physical diagram of the future state
Delivered BRD and the low-level design document. Developing Data model, data flow and data mapping  Developing Conceptual Data Model Executed data modeling using Erwin data modeling tool. Created the data models for OLTP and analytical systems. Engaged in data profiling to integrate data from different sources. Loading and extracting data using ETL tools Data mapping document from source-to-target and the data quality assessments for the source data
Strong SQL Skills


Regards,

Prince Gupta

** ONLY FOR W2**
 
Hello,
Please send me your updated resume if you are still available for this role. 
 
Role– Data Modeler
Location – Hartford CT
Duration- Long Term
 
Primary Skills Information Enterprise Data Modeler Experience in Data Modelling Tool such as Erwin Experience in Enterprise Data Modelling
Exposure to BI Tools and Frameworks Experience in Data Modelling Tools Creating Logical, conceptual data Models 
Data Model building for DWH / Data Marts
Designed conceptual data model based on the requirement
Experience in interacting with users to understand the business logics. Modeled the logical and physical diagram of the future state
Delivered BRD and the low-level design document. Developing Data model, data flow and data mapping  Developing Conceptual Data Model Executed data modeling using Erwin data modeling tool. Created the data models for OLTP and analytical systems. Engaged in data profiling to integrate data from different sources. Loading and extracting data using ETL tools Data mapping document from source-to-target and the data quality assessments for the source data
Strong SQL Skills


Regards,

Prince Gupta
",Contract to Hire,Experience - At least 8 year(s),Insurance,"Hartford, CT",NA,Data Modeling,Travel - None
144,Information Technology,Kelly IT Resources,Degree - 4 Year Degree,"
 Kelly IT has an opening for an Oracle DBA with our client in Rancho Cordova, CA Duration: 3+ months temp to hire. SUMMARY
 Maintain and administer Oracle and SQL  databases, including daily monitoring, troubleshooting and performance analysis
 Track and resolve database related incidents and requests, and escalate as necessary
 Apply regular and proactive database patches, updates and performance enhancements
 Implement and support backup and recovery using RMAN
 Provide technical support for development activities
 Adhere and improve “best practices” documentation
 Perform health checks and proactive monitoring using Oracle Enterprise Manager/Grid Control and UNIX shell scripts
 Remote access options are available to accommodate after hours support.
 Implement and maintain database security (create and maintain users and roles, assign privileges).
 Perform other duties as assigned by leadership

 REQUIRED
 3-5 years Oracle administration supporting a production environment;
 Top Skill Sets: DBA-SQL/Oracle (OEM) Strong SQL scripting skills
 Application DBA preferred, strong documentation, NACLC required, Strong Communication/Teamwork Skills. This is truly a technical position. 
 Bachelor's degree in Computer Science, MIS, related field or equivalent experience.
 Ideally candidate will have both Oracle and SQL  experience
 Experience in code migration, database change management and data management through the various stages of the development life cycle;
 Technically enthusiastic and willing to learn attitude is required; Familiarity with large IT budgeted projects, data center migration efforts, and designing disaster recovery procedures.


 If you are interested, please email your resume to [Click Here to Email Your Resumé] 
Why Kelly®?
With Kelly, you’ll have direct connections to leading IT organizations in the best companies around
the globe—offering you the chance to work on some of today’s most intriguing, innovative and high-
visibility projects. In a field where change is the only constant, our connections and opportunities
will help you take your career exactly where you want to go. We work with 95 of the Fortune 100™
companies, and more than 3,000 IT hiring managers turn to us each year to access the best talent:
people like you. 
Last year we found 8,000 opportunities for IT professionals. Let us help advance your career
today.
About
Kelly Services®
As a workforce advocate for over 70 years, we are proud to directly employ nearly 500,000 people around the world and have a role in connecting thousands more with work through our global network of talent suppliers and partners. Revenue in 2017 was $5.4 billion. Visit kellyservices.com and connect with us on Facebook, LinkedIn and Twitter. 
Kelly Services is an equal opportunity employer including, but not limited to, Minorities, Females,
Individuals with Disabilities, Protected Veterans, Sexual Orientation, Gender Identity and is
committed to employing a diverse workforce. Equal Employment Opportunity
is The Law.
",Full-Time,3-5 years,Other Great Industries,"Rancho Cordova, CA",NA,Oracle DBA,NA
145,Admin - Clerical,Nesco Resource,NA,"
 Job Description  Database Administrator  Direct Hire Location: Saint Louis, MO Overview: Our customer is seeking a motivated Database Administrator to provide guidance on database configuration, architecture, and performance. This role will float between multiple application development teams and be viewed as the lead database administrator within the company. Responsibilities:   Qualifications: EDUCATION LEVEL REQUIRED:    Bachelor's degree in Computer Science or related field     EXPERIENCE REQUIRED:    3+ years of Microsoft SQL database experience   Experience adjusting queries to enhance performance  Management of all database instances including installation, configuration, and ongoing maintenance/support  Maintain the overall database integrity and quality, including routine data improvement, data auditing, practice enforcement, security and code value management, systems checks, and database functions  Experience with relational database management systems  Experience with automation of DBA tasks  Experience with management of database policies, procedures, and technical standards  Experience developing and supporting documentation  General familiarity with storage and server hardware required     
",Full-Time,3+ years,Other Great Industries,"St. Louis, MO",NA,Database Administrator,NA
146,Information Technology,SNI Technology,NA,"
We are currently recruiting for a SQL DBA for our large client in the DeKalb area. This is a full-time direct placement opportunity.The Database Administrator will design, develop, and writes database code (stored procedures, scripts, triggers) and Integration Services packages for standalone use or for use by application programs. Maintains Microsoft SQL databases in development, testing, and production environments. Implements and maintains adherence to accepted security standards. Oversees the stabilization and performance optimization of production databases. Functions as a Subject Matter Expert on database development and support.Responsibilities
Work closely with business leaders and IT leadership to produce detailed specifications and write high quality source code to program applications within deadlines.
Maintains SQL databases in development, Quality Assurance, and production environments.
Responsible for supporting Microsoft SQL data base platforms to include performance tuning, monitoring and troubleshooting. When performance issues arise, participate in determining the most effective way to increase performance including hardware, server configuration changes, or index/query changes
Acts as a technical resource for application/data support, data administrators and others.
Creates databases, table spaces, tables, indexes, triggers, procedures, SQL Reports and all other objects.
Develop and Support SQL Integration Service packages.
Test, troubleshoot and debug applications.
Maintains accurate and up-to-date database system documentation.
Administer SQL Reporting Services implementation in development, testing and production.
Qualifications
Bachelor's Degree in Computer Programming, Computer Science, Software Engineering or related field with programming coursework.
Knowledge of .Net and web based programming technologies.
Ability to program in languages such as C#, Java, SQL, etc.
Understanding of software design and programming principles.
Experience with all facets of the SQL Server Services group: Database Services, Reporting services, Integration Services.
Demonstrable ability to work to and achieve tight deadlines
Knowledge working with Windows server, including Active Directory
Knowledge of following the Software Development Life Cycle

",Full-Time,NA,"Computer Hardware, Computer Software","DeKalb, IL","$75,000.00 /Year",SQL DBA,NA
147,Information Technology,Alltech Int'l,Degree - 4 Year Degree,"
The Centralized Database Administration supports all of SSA programs.   The team performs complex programming, program debugging, data analysis, problem analysis and resolution issues w/I Object-oriented application systems.


Day to Day:



• Administration of PostgreSQL databases throughout the development and production lifecycles in a AWS environment.

• Design and develop logical and physical database designs from customer requirements.

• Provide advice and support to development resources.

• Provide guidance in the creation and modification of standards and procedures.



MANDATORY SKILLS:

 

•             PostgreSQL DBA 

•             AWS Experience

",Full-Time,Experience - 5 to 11 years,Computer Software,"Milford Mill, MD 21244",NA,PostgreSQL DBA,Travel - None
