,category,company,degree,details,employment_type,experience,industry,location,salary,title,travel
178,"Information Technology, Manufacturing, Supply Chain",Career Transitions LLC,NA,"
If you offer experience with as a Programmer/Analyst on an AS/400 platform, you may be interested in this full-time job position in Elkhart, Indiana. In this job role you will plan and coordinate the development, production, maintenance, and modification of the computer software using systems analysis and programming language expertise. Top Reason to Work with Us?  Company was established in 1875 and is a leader in its niche of consumer product specialties offering both traditional design and quality Multiples sites within the U.S.  What is in it for you?  Competitive salary with career advancement opportunities Full benefits that include Medical plan options, Dental, Vision, 401K and more  What will you be doing?  Define system software requirements in standard systems analysis form Develop, test and implement software across the existing environments and databases to assure minimal impact on users and production Ensure programs are documented Prepare progress reports to management Develop user orientation, training documentation and tools Assist in user training and certification and assures that users understand updates  What do you need for this position?  Bachelor degree or Associate Degree preferred; others relevant experience 5+ years of related experience Experience with Infor XA (MAPICS) ERP package,  Integrator, and System Link Tools, or PowerLink Thorough knowledge and understanding of systems analysis, and current software development fundamentals Experience in development within a AS/400 environment Excellent written and oral communication skills, and planning and analytical skills SQL required Experience that is a plus to offer:  RPG, Java, PHP languages XML experience Experience with Infor ION and ION Linked Systems Experience in Business Intelligence (Data Warehouse/Data Modeling/Data CUBE) Configurator maintenance and setup knowledge   
",Full-Time,Experience - At least 5 year(s),"Computer Software, Consumer Products, Industrial","Elkhart, IN","$75,000.00 - $95,000.00 /Year",Programmer Analyst Infor ERP,NA
179,Information Technology,Source Select Group,Degree - 4 Year Degree,"
Lead DataPower Developer
Type: Permanent
Location: Clearwater, FL 
BASIC FUNCTION:
Plan, develop, test, and document systems and applications applying knowledge of programming techniques and computer systems.  Evaluates user requests for new or modified application systems, such as for financial or human resource management system, call center and online banking applications, statistical analysis of customer data relative to analytical modeling, or analyzing and developing specifications for mobile technologies.  Determine feasibility, cost, and time required, compatibility with current system and future development applications.

ESSENTIAL FUNCTIONS:
Must be able to lead both onshore and offshore development teams

Strong DataPower development knowledge and some IIB development knowledge.  Ability to design and develop new service solutions for the PSCU “Digital Gateway” platform and SDLC processes.
Ability to support the PSCU Middleware Legacy services. Strong Java EJB code skills, Development knowledge with OpenText (Metastorm) Integration Manager, some knowledge of the Jboss application server.  Ability to learn PSCU workflows.
Ability to support and lead others to develop API services utilizing onshore and offshore teams. Champion new development and code releases.
Ability to design and develop REST API’s using IBM Integration Broker or IBM Data Power. API-Connect development experience is helpful.
Ability to communicate effectively and professionally in both verbal and written formats to a technical and business audience.


Ability to analyze systems and detailed data to develop application systems to meet the needs of the business.
Ability to deliver and deploy solutions, ensuring that they are on time, within budget and to the required standard.
Ability to lead/collaborate with other programmers, analysts, and business stakeholders.


Ability to be on-call.



RESPONSIBILITIES INCLUDE:

Determine resource requirements (skill sets and project roles of team member when appropriate) based on project requirements, timeframes and budget.
Collect information to analyze and evaluate existing or proposed systems.
Research, plan, install, configure, troubleshoot, maintain and upgrade application systems.
Analyze and evaluate present or proposed business procedures or problems to define data processing needs.
Prepare detailed flow charts and diagrams outlining systems capabilities and processes.
Research and recommend hardware and software development, purchase, and use.
Troubleshoot and resolve software and connectivity problems, including user access and configuration.
Work as a team member (or lead) with other technical and/or business staff (onsite and offshore) to ensure successful development, deployment, connectivity and compatibility between systems.






EXPERIENCE/ SKILLS:


Minimum seven (7) years programming experience required.
Minimum three (3) years program/systems analysis experience required.
Minimum five (5) years programming language work experience in an object-oriented programming language required.
Programming language work experience in Java, .Net, C/C++/C#, or other Object Oriented Programming languages in a Windows / Server based environment required.
Minimum two (2) years Web Based Server development experience required.
Minimum three (3) years relational database experience required, preferably with ORACLE 11G and SQL Server required.  Database design experience preferred.




EDUCATION:

Bachelor’s Degree in Computer Science or related field or combination of education and experience required.
",Full-Time,Experience - At least 7 year(s),Banking - Financial Services,"Clearwater, FL","$110,000.00 - $125,000.00 /Year",Lead DataPower Integration Developer,NA
180,Information Technology,Rang Technologies,Degree - Graduate Degree,"
Client compete every day with the monsters of the marketing automation industry: Marketo, Pardot, HubSpot, Act-On, Eloqua, etc., and we win a bit more than our fair share.
Client is a fully bootstrapped company. Client suffered through many tough years due to this choice but it's paying off nicely these days. 
The Platform/Environment
We've got a legacy PHP7 environment that will be subsumed by React/Node over time. On the back end, we'll pay the piper opportunistically as opposed to a re-write. We're looking to overhaul the front end ""now"". New stuff gets done with modern tools where sensible, but we have a substantial platform that will take time to modernize.

We seek an additional senior, full-stack developer with substantial PHP experience. You must be a constant learner and excited about where we're headed (React/Node, etc.) but 100% ok with enhancing, troubleshooting, etc. all that already exists in our platform.
We're a relatively small team. You can expect to touch all areas of the platform and a have a large impact.
If you'd like to work at a company that values your productivity and respects your life, we'd love to hear from you.
We're also hiring a front-end developer with an eye for design. Please pass that along to anyone you think may fit well with us (thanks!)
",Full-Time,Experience - 7 to 10 years,Computer Software,"Denver, CO",NA,Sr. Software Engineer,NA
181,Information Technology,"Resolution Technologies, Inc.",NA,"
Our client is seeking a seasoned Symitar Programmer that can come in and hit the ground running from Day 1. They are in the need for a programmer with very specific skills.  The core system is provided by Symitar, a credit union software company based in San Diego, CA.   The core system is called Episys and its proprietary software language is called PowerOn. Our client is a company that values its employees and what many would call an ""appreciative"" environment. Hard work resulting in results is acknowledge and compensated in some instances.  Requirements  5+ Years coding in Symitar  (must be at least 5 years) Excellent communication skills.  Works well independently as well as with a team. Excellent trouble-shooting skills   Other skills are a plus but not required: C#, JAVA, .NET, SQLServer, Visual Studio.   
",Full-Time,Experience - At least 5 year(s),Other Great Industries,"Marietta, GA","$82,000.00 /Year",Symitar Programmer,NA
182,Information Technology,JFC Global,Degree - 2 Year Degree,"
JFC Global is seeking a .Net Programmer Analyst to join their established client in the greater Harrisburg area.
This person would be responsible for planning, design, programming, documentation, maintenance and testing of technically oriented systems. They would also be responsible for evaluating user requests for new or modified programs to determine necessity, requirements and compatibility


Required Skills:

3+ years’ experience, .Net Framework preferred.
C#, VB.Net, XML
IIS, deploying websites and HTML
Encryption/Decryption experience preferred.
Proficient with relational databases (Oracle, SQL, DB2)
Ability to work through complete SDLC.
SSIS and SSRS preferred
Solid written/oral communication skills.
Minimum 2-year degree within IT/Computer Sciences. Bachelor’s preferred)

Our client is offering an excellent benefits, awesome 401k match, and compensation package for this direct hire/permanent position.


If this sounds like a fit for you, apply now for immediate consideration! 
",Full-Time,Experience - At least 3 year(s),Computer Software,"3350 Paxton StreetHarrisburg, PA 17111","$65,000.00 - $80,000.00 /Year",.Net Programmer / Analyst,NA
183,"Automotive, Manufacturing, Other",PointOne Recruiting Solutions,Degree - 4 Year Degree,"
Attention all Robot Programmer’s… I’m looking to hire a dynamic robotics professional to work out of my clients Arlington Heights, IL location.  If you’re looking for a cutting edge opportunity with a growing certified integrator of Fanuc robots then look no further.
RESPONSIBILITIES:

Use simulation software to evaluate and determine proper robot location, work cell layout and estimated cycle time.
Review electrical drawings to verify tool and interface wiring.
Develop robotic systems from concept to finished product.
Conduct customer run-off, installation and support.
Work alongside controls engineer to develop and debug system.
Comment and document all programming and changes during development and installation.
Accept delivery of robots from supplier and crosscheck against PO.
Install robot to manufacturer specifications.
Conduct Risk Assessment.



Basic Qualifications:

4 years’ experience programming FANUC robots OR 6 years’ experience with other industrial robots
Experience with 3D simulation software, specifically FANUC Roboguide
Experience with FANUC iRVision or similar machine vision system (Cognex, Keyence)
Experience with robot recovery programming
Knowledge of industrial DC controls systems, AC components and industrial wiring
Must be willing to travel (25%)

Additional Preferred skills:

Soldering ability
PLC / Ladder logic
HMI design

Benefits of Robot Programmer 
●        Competitive compensation and benefits package
●        Continuous learning and opportunity to work with cutting edge technology
●        Growth potential and a company culture second to none 

",Full-Time,4 years,Manufacturing,"Arlington Heights, IL",NA,Robot Programmer,NA
184,Other,Experis,NA,"
Software Engineer (Project) Level 5 Job Description As a Software Project Engineer, you will have the opportunity to design and develop industry-leading commercial software known for its innovation and usability. You will also be responsible for performing intermediate to complex level software testing tasks including, but not limited to, test architecture, development, planning, scheduling, and execution. In this position, you will be a key player in subsystem design, implementation, and testing. You will play an active role in all the stages of the development lifecycle and support your team throughout the process. You will also help ensure that developed products meet requirements and are within total quality management standards. This position will allow you to collaborate with and influence multiple global cross-functional teams and may also require you to be the technical lead of a small to mid-sized team. When you join our software engineering group, you become part of a team that believes in knowledge sharing and collaboration and that is committed to using reliable and well-thought-out engineering practices and technology to overcome any challenges. We are looking for someone who will effectively leverage a diverse set of technical backgrounds and opinions by fostering a team-oriented environment and the use of open and direct communications, honesty and respect. The ideal candidate will also actively seek knowledge of new developments in the software engineering, computer engineering, and test automation fields and will identify and pursue career development and training opportunities. 7+ yrs experienceWindows Stack (C++ or C# and WinForms)Essential Functions Independently gathers and documents requirements for a feature and its components, ensuring the information required for the development of software and corresponding test cases are contained in the specifications. Contributes to architectural design and independently develops system designs that meet the requirements. Provides estimates for the design. Considers tradeoffs between requirements, speed, cost and reliability in the choice of a design approach. Implements and documents code that meets the requirements of the software design. Develops and executes thorough unit test plans. Reports, analyzes, debugs and corrects anomalies. Takes the lead in the integration of other components by solving problems within and across subsystems to produce a final product. Responsibilities may extend to the technical management of the design, testing and integration of other engineers work in related areas. Leads or participates in reviews of documents, designs, code, test cases and user documentation. Typically responsible for the ongoing maintenance and integrity of several software subsystems. Architects testing solutions at the project level. Estimates, plans, develops, and executes test suites, test cases and automated tests to ensure appropriate functional test coverage is attained. Leads the reviews of test plans and test cases, ensuring they validate documented software requirements. Performs complex product testing, reporting on problems encountered and documenting test results for follow-up. Builds relationships and interacts with peers to ensure assigned tasks are prioritized appropriately. Thinks outside the box and is willing to research and explore new avenues to overcome obstacles by utilizing the latest technologies and standards. May function as a go-to person for a technology, software methodology, test tools and methodologies, or other area of expertise. Experis is an Equal Opportunity Employer (EOE/AA)
",Full-Time,NA,Manufacturing,"Thiensville, WI 53092",$40.00 - $60.00 /Hour,Software Engineer,Travel - None
185,QA - Quality Control,Alton Manufacturing Inc.,NA,"

Function: QA - Quality Assurance Machining, Sheet Metal, and Assemblies
Job: TECH-Technician Responsibilities:
1. Develop and perform tests and inspection of products at various stages of production process and evaluates statistical data to determine and maintain Quality and reliability of product.
2. Identifies all formal inspection status with appropriate Quality Inspection Stamp or initials.
3. Interprets engineering drawings or standards to arrive at specified quality standards.
4. Selects products for test at specified stages in production process, and tests for items such as dimensions, performance, and mechanical, electrical or chemical characteristics.
5. Sets up and performs destructive and non-destructive test on materials, parts, or products to measure performance, life, or material characteristics.
6. Records test data, using statistical quality control procedures and prepares data in graph or chart form. Evaluates data and writes summaries to validate or show deviations from existing standards.
7. Suggests in written or verbal form, modifications of existing quality or productions standards to achieve optimum quality within limits of equipment capability.
Special Note: CMM Programming skills will have preference and highest pay rate Proven proficiency in use of PCs(Word/Excel/Windows), electronic measuring equipment, and knowledge of manufacturing process is a prerequisite. Must be able to demonstrate these skills if chosen for interview.


PAY SCALE $30,000 to $45,000 DEPENDENT ON SKILL LEVEL (CMM Programming skill will have preference and highest pay rate)
FULL TIME WEEKDAYS, OCCASIONAL OVERTIME, BENEFITS
5 YEARS MINIMUM PREVIOUS EXPERIENCE
FORMAL RESUME REQUIRED

",Full-Time,Experience - At least 5 year(s),Manufacturing,"825 Lee RoadRochester, NY 14606","$30,000.00 - $45,000.00 /Year",Quality Assurance,NA
186,Information Technology,Kforce Technology,NA,"
RESPONSIBILITIES:Kforce has a leading financial services client that is immediately seeking a Software Developer in New York, New York (NY). This company hires the best of the best. Their work environment is fantastic; you will be surrounded by brilliant people in an ultra-modern workplace.Responsibilities include but not limited to:
 Collaborating on challenging, mission critical problems
 Creating computationally intensive solutions 
 Using strong analytical, mathematical, and software design skills to a variety of projects, including the formulation of statistical models, distributed system development, real-time data analysis, and the creation of tools for advanced mathematical modeling



REQUIREMENTS:
 Record of academic achievement
 Top college or university a plus 
 Extensive software development experience 
 Seeking candidates at all levels of experience 

Kforce is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.
",Full-Time,NA,Banking - Financial Services,"New York, NY 10019","$120,000.00 - $240,000.00 /Year",Software Developer,NA
187,Information Technology,Nigel Frank International US,Degree - 2 Year Degree,"
Job Type: Permanent Apply for this job: Date Posted: 6 April 2018Location: Madison, WIContact Name: Daniel Donovan Telephone: 646-604-2818 (ext 3032) Reference: DD40618Salary: $ 70000 - $75000 per annum Mid Level MS CRM Developer - Madison, WI -$70K-$75K Hello Wisconsin! A large end user in the area is searching for an experienced Developer to join their team this year! Applicants should have 2+ years of development experience to go along with some functional skills as well. Day to day responsibilities will include the programming of the Dynamics CRM system, so C# and .NET skills should be strong.-C#, ASP.NET Required!!!!!Ideal candidates will have management or team lead experience to go along with their technical skillset. Benefits include a company phone, holiday parties, PTO, 980 flex scheduling, and more! If you are interested in this role, click ""Apply Now"" to forward an updated copy of your resume, or directly email Daniel Donovan at [Click Here to Email Your Resumé]. Please feel free to also reach me at 646-604-2818 (ext. 3032) with any additional questions. If this role isn't right for you, but you are looking for a new position, please contact me for confidential discussion on your career path. You may also visit www.nigelfrank.com to view more Microsoft Dynamics opportunities! Nigel Frank International is the global leader for Microsoft Dynamics recruitment, advertising more Dynamics CRM jobs than any other agency. We deal with both Microsoft Partners & End Users throughout North America. By specializing solely in placing candidates in the Microsoft Dynamics market I have built relationships with most of the key employers in North America and have an unrivalled understanding of where the best opportunities and Dynamics CRM jobs are. I understand the need for discretion and would welcome the opportunity to speak to any Microsoft Dynamics CRM candidates that are considering a new career or job either now or in the future. Confidentiality is of course guaranteed. 
",Contractor,2+ years,Consulting,"Madison, WI","$70,000.00 - $75,000.00 /Year","Mid-Level Developer Needed!-Madison, WI-$75K!",NA
188,Information Technology,"Sigman & Summerfield Associates, Inc.",Degree - 4 Year Degree,"
As a Software Developer, you will develop, maintain and promote business solutions in support of the organization. The Software Developer will work collaboratively and will require excellent working experience with .Net & ASP.Net. The development will primarily be with CRM and SharePoint related technologies.
ESSENTIAL DUTIES and RESPONSIBILITIES, includes the following responsibilities, but not limited to:

Support IT infrastructure by maintaining and developing new capabilities in Microsoft .Net.
Develop software in an agile development process.
Work with stakeholders to refine developed products.
Create and maintain system related documentation.
Enhance existing systems by analyzing business objectives, preparing an action plan and identifying areas for modification and improvement
Understanding of the Microsoft Dynamics CRM development platform.

PREFERRED QUALIFICATIONS AND EXPERIENCE 

CRM experience.
4+ years of web application development with C#, asp.net.
2 years’ experience with SQL server database and Storage Procedures.
Knowledge of Microsoft Visual Studio and working knowledge of web services.
Strong analytical experience with a desire to solve problems.
Web development (JQuery, JavaScript, HTML, CSS, and XSL).
Bachelor’s degree in Computer Science, Information Systems or related field.



CRM experience.
4+ years of web application development with C#, asp.net.
2 years’ experience with SQL server database and Storage Procedures.
Knowledge of Microsoft Visual Studio and working knowledge of web services.
Strong analytical experience with a desire to solve problems.
Web development (JQuery, JavaScript, HTML, CSS, and XSL).
Bachelor’s degree in Computer Science, Information Systems or related field.

",Full-Time,Experience - 4 to 6 years,Insurance,"Baltimore, MD","$90,000.00 - $100,000.00 /Year",Software Developer,NA
189,Information Technology,ConsultNet,NA,"

Engine Programmer: 2 OpeningsDirect HireMid-Level: $70K - $90KSenior Level: $95K - $120KSanta Ana, CAInterested in joing a team of passionate and talented game developers dedicated to creating AAA gaming experiences across all media?  Seeking an enthusiastic Engine Programmer to help build out the next-generation platform technology for current and upcoming consoles.You should be comfortable and competent working in both low level and mid-level code.And you should have a good sense for overall software architecture. DUTIES, QUALIFICATIONS & RESPONSIBILITIES: Performance and memory optimizations to engine subsystems Improving and optimizing geometry and texture processing pipelines Assisting with and/or directing the porting of miscellaneous platform-specific code, as necessary Be able to break down and design code features Contribute ideas for features and improvements as the engine evolves Fluent in C/C++ Good understanding of multi-threaded programming Strong 3D skills and low-level engine experience are essential. Know when not to use object oriented programming Unreal Engine 3 or 4 experience a plus Passion about games and game development 4+ years of engine programming experience Bachelor's Degree in Computer Science or equivalent work exp.

Be a part of the ConsultNet difference. As a leading national provider of IT staffing and solutions, ConsultNet delivers exceptional services to startup, midmarket and Fortune 1000 companies across North America. Since 1996, we've partnered with clients to create rewarding opportunities for our consultants, successfully building teams that have surefire results. In the past two years alone, we have placed more than 1,500 consultants in contract, contract-to-hire, or direct placement opportunities. We understand communication is key to finding the right job that matches your skills and career goals. For us, it's not just the work that we do; it's how we do the work. Our breadth of offerings extends to multiple IT positions in major markets throughout the country, see more at www.consultnet.com. 
",Full-Time,Experience - At least 4 year(s),Computer Software,"Santa Ana, CA 92705","$70,000.00 - $120,000.00 /Year",Engine Programmer,NA
190,Consultant,FRG Technology Consulting,Degree - 4 Year Degree,"
My client is a growing Independent Software Vendor that is looking to bring on an experienced Software Engineer to their team. This is a full-time, permanent opportunity offering a really competitive salary and excellent benefits.The is an exciting role to come in as a Mid to Senior Software Engineer primarily working with Django, Python and various data sets with the ideal candidate having a full stack developer background. Redshift experience is also a plus.Benefits:
Genereous Paid Time Off
Full, Health, Dental Vision coverage
Brand new offices
Opportunity work with the newest technologies
Real opportunity for growth
If interested, please send your resume to [Click Here to Email Your Resumé] 
",Full-Time,Experience - At least 5 year(s),Consulting,"New York, NY","$130,000.00 - $150,000.00 /Year",Software Engineer-NYC-$130k-$150k,NA
191,Information Technology,Brooksource,Degree - 4 Year Degree,"
Software Engineer (IVR)  Basking Ridge, NJ     As the Software Engineer, you will partner with business stakeholders and technology peers to design, document and drive Voice User Interface (VUI) delivery. You will play a key role in the delivery of new and innovative interactive voice response solutions for an enterprise company. Responsibilities include developing VUI documents, dissecting business problems, documenting and grooming JIRA stories and driving deliverable timelines throughout development life cycle.     Responsibilities:  • Manage development project lifecycle  • Development and strategize Voice User Interface initiatives  • Document and groom JIRA stories  • Perform SQL query development to measure application performance     Required experience:  • 2+ years experience in Voice User Interface experience design  • 2+ years experience of IVR application design experience  • Experience working with a Speech Technology Vendor (Nuance preferred)  • Business analysis experience (requirements collection, design documentation)  • Speech Platform Experience: Nuance, Interactions or other competing product     What's in it for you?  • On-site cafeteria & café  • Ability to work on a high-visibility enterprise project     About Eight Eleven:  At Eight Eleven, our business is people. Relationships are at the center of what we do. A successful partnership is only as strong as the relationship built. We're your trusted partner for IT hiring, recruiting and staffing needs.  For over 16 years, Eight Eleven has established and maintained relationships that are designed to meet your IT staffing needs. Whether it's contract, contract-to-hire, or permanent placement work, we customize our search based upon your company's unique initiatives, culture and technologies. With our national team of recruiters placed at 21 major hubs around the nation, Eight Eleven finds the people best-suited for your business. When you work with us, we work with you. That's the Eight Eleven promise.  Eight Eleven provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability or genetics. Eight Eleven Group provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, national origin, age, sex, citizenship, disability, genetic information, gender, sexual orientation, gender identity, marital status, amnesty or status as a covered veteran in accordance with applicable federal, state, and local laws.
",Full-Time,2+ years,Computer Software,"Basking Ridge, NJ","$7,920.00 - $8,920.00 /Year",Software Engineer (IVR),NA
192,Information Technology,Nigel Frank International US,NA,"
Microsoft Dynamics AX/D365 Sr. Programmer/AnalystSalt Lake City, Utah$85-$95/hrMy client in the greater Salt Lake City area is in need of a Sr. programmer to assist with Dynamics AX maintenance and troubleshooting issues. Will work with end-users as well as the clients IT team to ensure proper actions and procedures are followed. Will need to have familiarity with ISV applications/add-ons.Responsibilities
Work in tandem with Business Analysts/Functional members of the team
Provide support to Jr. team members
Work with end-users to troubleshoot issues
Provide ad-hoc training
Understand end-users issues, and implement correct procedure accordingly
Provide 3rd level support
Requirements
Experience with ERP implementation, customization, and maintenance
Ability to analyze and recommend solutions
Proficient coding ability (X++,MorphX, C#, .NET, SQL)
Knowledge of Microsoft BI system (Preferred)
Multiple module experience
Benefits
Expenses paid
Exciting projects with readily available resources
Nigel Frank International is the global leader for Microsoft Dynamics recruitment, advertising more Dynamics AX jobs than any other agency. We deal with both Microsoft Partners & End Users throughout North America. By specializing solely in placing candidates in the Microsoft Dynamics AX market I have built relationships with most of the key employers in North America and have an unrivaled understanding of where the best opportunities and Dynamic AX jobs are.I understand the need for discretion and would welcome the opportunity to speak to any Microsoft Dynamics AX candidates that are considering a new career or job either now or in the future. Confidentiality is of course guaranteed. For information on the Microsoft Dynamics market and some of the opportunities and Dynamics AX jobs that are available I can be contacted on 972-546-4861 (ext. 4021). Please see www.nigelfrank.com for more fantastic Microsoft Dynamics AX opportunities!
",Contractor,NA,Internet - ECommerce,"Salt Lake City, UT","$85,000.00 - $95,000.00 /Year",Microsoft Dynamics AX/D365 Sr. Programmer/Analyst,NA
193,Information Technology,Addison Group,NA,"
Job Description: 


Successful candidates will possess proven experience developing and delivering quality software solutions. Moreover, have a genuine passion and energy to grow within an aggressive and fun environment, using the latest technologies in alignment with the company's technical vision and strategy.


What you will be accountable for…

 
• Design scalable, microservice-based software solutions to solve complex business problems.
• Write high quality code with 100%-unit test coverage whenever possible.
• Work with product representatives to refine business stories.
• Engage with team members in a collaborative manner while achieving deliverable objectives.
• Contribute to team growth by providing advice, mentoring, and coaching other engineers with positivity and enthusiasm.
• Identify opportunities for process improvement and effectively present them to decision makers.
• Routinely review technology trends to identify potential value of new tools, frameworks, and patterns.


What you will need to be successful…

 
• Bachelor's degree in computer science, or equivalent experience.
• Experience designing, developing, and delivering software services at an enterprise scale.
• Experience working both independently and in a team-oriented, collaborative environment.
• Experience designing and developing reusable components using JavaScript frameworks.

• Passion for technology and positive impact to the company's bottom line. 
• 3+ years Microsoft .NET Core, ORM's, and C# experience.
• 3+ years AngularJS 1 or 2 (or similar JS Framework), JavaScript, jQuery experience.
• Extensive development experience with RESTful Services.
• Experience within a CI/CD environment.
• Experience in an Agile environment.

The nice to haves…… 
• Container based development/deployment.
• Healthcare experience.

Why Choose Addison Group? 
A leading provider of professional staffing and search services, Addison Group distinguishes itself through exceptional delivery, specialized knowledge and strong relationships. Addison enables ideal connections between talented professionals and dynamic businesses. National practice areas include Administrative & HR; Engineering; Finance & Accounting Contract; Finance & Accounting Executive Search; Financial Services; Healthcare and Information Technology. Addison is an Inavero’s 2012 Best of Staffing winner for both Client and Candidate service. www.addisongroup.com





",Full-Time,Experience - At least 3 year(s),Computer Software,"Nashville, TN","$100,000.00 - $120,000.00 /Year",Sr. Software Developer,NA
194,"Information Technology, Engineering",Global Recruiters Network - Seattle,Degree - 4 Year Degree,"
Position Title: Software Engineer
 
Company:  This aerospace manufacturer is on the move and continuing to grow exponentially.  Throughout their rich history, they have created a reputation of continual innovation in the military and aerospace industries. They are dedicated to being the dominant leader in cutting edge technologies, with their engineers at the forefront driving their success.  This company is one that believes in doing things simple and fast, promoting an “invent as you go” attitude. Their process is clearly effective, as they have consistently hit 15% growth YOY.  This is an outstanding environment for creative, entrepreneurial engineers who want to truly make history with an expanding company that highly values their ideas and inventions! 
 
This company appreciates their employees
In addition to creating a great work-life balance, this company has a superior benefits package which includes:
·         Outstanding Medical, Dental, and Vision Packages 
·         Life Insurance 
·         Flexible Spending Accounts
·         Guaranteed contributions to 401k 
·         Fitness Club memberships
·         11 Paid Holidays
·         Discounts to local attractions
·         Company Sponsored Events
 
The Role You Will Play
We are looking for an outstanding and collaborative Embedded Software Engineer who is ready to take their game to the next level. 
·         You a skilled Software Developer who has experience with C/C++ and object-oriented design.

·         You are a talented Programmer who is familiar with all phases of the SDLC including testing, perhaps having experience with Agile Software Development Process Management.  

·         With a background in aerospace, you may be familiar with DO-178, MIL, and/or ASTM software development standards and ITAR.

·         A software engineering professional, you have strong analytical and mathematical skills and you may have experience with lab testing.

·         You are a gifted communicator who communicates effectively at all levels of the organization.

·         You demonstrate strong leadership and stand out among a team of talented engineers.  You are looking to work your way up through the company’s technical ranks.

Background Profile:

BS or MS (preferred) in Electrical/Computer Engineering, Computer Science, or related.
5+ years programming with C/C++.
5+ years developing Windows or Linux applications.
Familiar with debuggers and IDEs (e.g. Keil).
Experience in real time, embedded systems preferred
Experience with UAS, drones, or robotics a plus.
Experience with C# using Visual Studios a plus
Knowledge of DO-178 software development standard a plus.
Familiarity with electronics and lab equipment a plus.
Excellent communication (written and verbal) skills.
Collaborator and mentor
Strong EQ/IQ

",Full-Time,Experience - At least 5 year(s),"Defense - Aerospace, Electronics","Greater Los Angeles Area, CA",NA,Software Engineer,Travel - Negligible
195,"Information Technology, Manufacturing",Washington Frank,Degree - 2 Year Degree,"
Syteline Programmer Analyst - Hanover Park, IL - 80k-90k Washington Frank International, the global leader in Infor recruitment, is currently offering a promising opportunity for a position as a Syteline Programmer Analyst with a solutions focused, technical Syteline background in Hanover Park, IL. The candidate will be a key component in implementing systems and turning business ideas into high-quality results driven solutions. The Syteline Programmer Analyst will be working in the IT department and will have the opportunity to interact with business leaders on functional requirements to design solutions and work with other departments to build, test, deploy and support the organizations IT systems.This an immediate hire for an organization that is heavily expanding and have interview slots this and next week! Washington Frank International is seeking qualified candidates who are interested in increasing efficiency and client happiness. They will also analyze and identify opportunities to improve business systems by bridging the needs of the business from both a technical and functional perspective. Preferred Skills:-Hands on Infor Syteline related development and analysis experience-Syteline Forms, Tables-Module customization/enhancement-Development of new modules/functionality-SQL/T-SQL experience-Crystal Reports/SSRS experience-C#/.NET experience-Documenting, testing, and business analysis within Syteline -Application support, end-user support, and training experience-Module expertise surrounding Manufacturing, Supply Chain, Financials, APS, QA, CPQ, Shop-Trac, and/or Doc-Trac is a plusThis position will be filled fast. If you are interested in this job please contact Jericho Sav at 215-240-4133 (ext 3875) or send your resume to [Click Here to Email Your Resumé].Washington Frank International is the global leader in Infor ERP recruitment. Washington Frank International advertises more Infor ERP, LN, M3, Syteline, Cloudsuite Industrial, Baan, and Movex jobs than any other agency. We deal with both Infor Partners & End Users throughout North America, as well as globally. By specializing solely in placing candidates in the Infor ERP market I have built relationships with most of the key employers in North America and have an unrivaled understanding of where the best Infor ERP jobs, projects, and career opportunities are.For information on EXCLUSIVE LISTINGS unavailable for view online, I can be contacted at 215-240-4133. (ext 3875).I am always available to discuss other positions available as well as Infor ERP market trends. Discretion:I understand the need for discretion and would welcome the opportunity to speak to any Infor ERP candidates that are considering a new career or job either now or in the future. CONFIDENTIALITY IS GUARANTEED.
",Full-Time,NA,Manufacturing,"Hanover Park, IL","$80,000.00 - $90,000.00 /Year","Syteline Programmer Analyst - Hanover Park, IL - 80k-90k",NA
196,Grocery,SNI Technology,NA,"
A thriving company just south of the City is searching for a Ruby on Rails developer to join the team. The ideal candidate must have 3 plus years of Ruby on Rails and RESTful experience. Also expert knowledge of JavaScript is a plus. This person will be part of a larger team designing and developing high quality software solutions for the food ordering business. Experience with object-oriented code in a test-driven environment is required as well.Come put your talents to the test and apply at will! The client will be eager to meet with you. They provide a great work/life balance with a startup feel. Daily free Lunch!!!This is a full time opportunity that offers a competitive salary and good benefits package. Contact Jason Parker for immediate consideration. [Click Here to Email Your Resumé] or 312-263-3900
",Full-Time,NA,Security,"Chicago, IL","$85,000.00 /Year",Software Engineer,NA
