,category,company,degree,details,employment_type,experience,industry,location,salary,title,travel
131,Admin - Clerical,NA,Degree - High School,"
This is a temporary position, scheduled to go through the end of June, could extend. Responsible for accurate, timely maintenance of critical provider information on all claims and provider databases. Primary duties may include, but are not limited to: Maintains critical provider information on all claims and provider databases. Synchronizes data among multiple claims systems and application of business rules as they apply to each database. Validates the data to be housed on provider databases and ensuring adherence to business and system requirements of customers as it pertains to contracting, network management and credentialing. 

Requires a H.S. diploma; 3-5 years related experience; or any combination of education and experience, which would provide an equivalent background.
",Full-Time,3-5 years,Healthcare - Health Services,"Norfolk, VA",$21.00 /Hour,Data Specialist,Travel - None
132,Information Technology,VisionPRO,NA,"
Database Administrator III - Job 723236 Month Contract, with possibility of Permanent RoleKansas City, MOW2 Candidates ONLY!!!!!Job Description:
Provides and applies technical strategies in the designing, implementing, administering, maintaining, and performance tuning database systems and related technologies
Provides technical consultation for enterprise and application project teams
Participates with members to identify and clarify strategy, address gaps, define and execute related policy/procedures, and pursue improvement opportunities
This position is expected to work independently, with minimal guidance and assistance with the technology supported
Provides day-to-day support and maintenance of assigned databases, including: 
Ensuring recoverability via backups or other solutions
Ensuring high availability for business users
Maintaining a strong security profile with patching, updates, and audit logs
Administering and documenting user accounts, and maintaining authentication controls
Monitoring capacity and growth, and licenses


Provides day-to-day customer service for assigned databases, including: 
Assisting users and resolving problems
Proactively reviewing and researching for problems
Assisting application teams in resolving performance problems


Supports projects, including: 
Routine support tasks, as assigned
Design assistance and consulting, including identification and documentation of design concerns related to performance, security, auditability, availability, and recoverability
Management of test and other non-production databases for the projects
Performance, capacity, recovery, and other testing


 Mandatory Skills/Experience/Education:
Understands and considers standard concepts, best practices, and procedures related to database development and administration
Working knowledge of multiple database applications, programming languages, and/or system environments
Working knowledge of business goals, corporate IT standards, strategy, and service level agreements
Communicates effectively with all levels of employees, both technical and non-technical
Establishes cooperative relationships with departments
Effective project team member; at times assuming leadership role for the project
Searches for, and identifies, alternative and/or innovative solutions to technical problems
Uses planning skills to manage and complete projects, on time and on budget
Exercises sound judgment when making decisions
Quickly adapts to multiple demands and rapidly-changing priorities
Bachelor's Degree in Computer Science or Information Technology or other related field and 4 years of Database Administration experience OR 6 years of Database Administration experience
 Desired Skills:Golden Gate and Exadata experience are plus Skill Matrix:

Database Performance Tuning - Mandatory - 6-8 Years' Experience, at 5 out of 5 Skill LevelAbility to proactively guide, engage, and assist in database and environment performance tuning, and effective communication/collaboration skills


Oracle Exadata - Preferred - 1-3 Years' Experience, at 2 out of 5 Skill LevelStrong experience with Exadata Administration


Oracle 12c - Mandatory - 4-5 Years' Experience, at 5 out of 5 Skill LevelStrong experience with Oracle 12c Administration


OEM - Mandatory - 4-5 Years' Experience, at 4 out of 5 Skill LevelExperience with Oracle Enterprise Manager (OEM)


GoldenGate - Preferred - 1-3 Years' Experience, at 2 out of 5 Skill LevelExperience with GoldenGate

 VisionPRO relentlessly delivers top talent to help our clients excel. We have been trusted for 20 years to align the right talent to the right opportunity, expertly solving unique business challenges. From small businesses to the Fortune 500, our clients appreciate our consultative approach, resourcefulness, and fast response to their individual needs. Our prospective candidates and existing consultants can count on VisionPRO to passionately help them maximize their career choices, while also supporting their growth opportunities. We serve our customers from around the world, helping them with their most critical hiring decisions and project needs.
",Contractor,4 years,Consulting,"Kansas City, MO",NA,Database Administrator III,NA
133,Information Technology,The United States Pharmacopeial Convention,NA,"

The Oracle Applications DBA (E-Business Suite (EBS) Applications) understands the technical aspects of Oracle Databases and E-Business Suite in great depth, specifically 11gR2/12c databases and EBS R12.2.x.  The individual provides project and day to day operational support for Oracle 11gR2/12c databases running Oracle Applications on R12.2.x.  This role will monitor and tune databases to optimize stability and performance in standalone or clustered EBS environments. Individual will be a key team member of the ERP team and will be responsible for all aspects Oracle E-business Suite database planning, design, back-up and recovery specifically 11gR2/12c and EBS R12.2.x.

Roles and Responsibilities:

Serves as primary technical expert for Oracle database and Oracle 11i E-business suite management owning accountability for optimization including EBS security, performance tuning, troubleshooting, including leading and coordinating efforts with IT teams as needed for internal and external systems. 
Responsible for identifying root cause for the application and database issues reported while providing production and operational support including pro-active database and application monitoring. Debug and evaluate risks and coordinate issue resolution by successfully deploying into Oracle EBS 12.2.x application and database systems.
Develop and implement the technical procedures, standards and security for Oracle EBS Application databases.
Coordinate with team members to ensure releases are deployed correctly and that all change management processes are followed as per the defined SOP’s.
Patch, install, upgrade and maintain Oracle E-Business Suite R12.2 or higher applications, databases including the e-commerce platform.
Perform Oracle EBS applications and database administration functions (i.e. patching, monitoring and troubleshooting etc.)
Provides DBA support for the Business Intelligence team and applications including Hyperion and OBIEE.
Responsible for evaluating patching requests, communicating constraints, risks, issues and timelines for deployment. 
Collaborates with development team peers to initiate and execute Oracle database and application updates. 
Streamlines cloning or similar activities to build/refresh non-production environments. 
Supports and enforces change management by adhering to SOP’s, including maintenance across multiple environments, code promotion and deploying approved patches. 
Supports IT security Audit Reporting and provide input and recommendations as required. 
Serve sas the primary lead Oracle Application DBA, tasked with successfully recovering systems from Disaster for Deployed systems. 
Perform other duties as assigned. 


 
Basic Qualifications 

A bachelor’s degree in Computer Science, Engineering or a related discipline, or the equivalent knowledge and experience.
Minimum 5 years of experience in providing advanced Application DBA support of Oracle E-Business Suite Release 12.2.x is mandatory
Experience with Oracle Enterprise Manager (OEM) 11g/12c is a must
At least 5 years of experience in database design, administration, or maintenance. 
3+ Experience hands-on experience in managing Oracle database 11g and 12c on Redhat Linux platform
Expertise in all major versions of technology stack including Database, iAS, Forms, Reports, PL/SQL, Java, Enterprise Manager, SOA, WebLogic and JVM. 
Hands-on operational expertise as an Oracle DBA, with technology including RAC, SSO, DataGuard, High Availability and Backup/Recovery. 
Experience with Oracle RMAN backup and recovery with NetBackup
At least 5 years of hands on working knowledge with SQL, PL/SQL, Unix Shell commands and scripting are required.

 
Preferred Qualifications 

Master’s degree is preferred. Must have ability to support customizations, sharing implementation and best practices advice during patching and upgrade cycles.
Solve complex issues using methodical troubleshooting based on expert knowledge of Oracle EBS applications functionality and technology
Requires ability to work on assigned tasks independently with limited direction
Develop and update documentation of all support DBA processes and procedures
Takes accountability for assigned tasks and deliverables and escalates appropriately and in a timely manner as needed
Takes personal responsibility for the quality and timeliness of work, and achieves results with little oversight.
Results driven with demonstrated successful outcomes.
Ability to handle multiple priorities in a fast-paced environment.
Excellent written and verbal communications skills.
Able to work flexible hours when needed.
Strong knowledge of ERP R12 patches inter-dependencies on Oracle modules including AOL, Supply Chain, Financials, etc.
Extensive knowledge of Oracle Applications utilities like adpatch, adclone, adrelink, adadmin, adcrtrl, FNDLOAD, etc
Experience with Workflow, Workflow Mailer, and the Java Notification Mailer
Experience with RAC, Standby database, Dataguard and E-Business failover/recovery and managing DR environments.

 
Supervisory Responsibilities 
None

USP offers an impressive benefits package, including:

Generous paid time off – 13 paid holidays, 10 sick days and 15 vacation days per year to start
An annual 401(k) contribution, beginning after 1 year of service, of 10% of pay (base and bonus) every pay period that vests immediately
Comprehensive individual and family healthcare plans with affordable premiums and low annual deductibles ($250/individual or $500/family)


The U.S. Pharmacopeial Convention (USP) is a scientific nonprofit organization that sets standards for the identity, strength, quality, and purity of medicines, food ingredients, and dietary supplements manufactured, distributed and consumed worldwide. USP’s drug standards are enforceable in the United States by the Food and Drug Administration, and these standards are used in more than 140 countries.

Being a part of USP means belonging to a diverse culture made up of more than 1,000 talented professionals working together at five international locations. We share our expertise in science, IT, human resources, quality assurance, communications, administrative management, and more...all to support an overall mission dedicated to making a difference by providing standards and programs that help improve the quality of medicines, dietary supplements, and foods worldwide.

USP is proud to be an equal employment opportunity employer (EEOE) and affirmative action employer. Employment selection and related decisions are made without regard to sex, race, age, disability, religion, national origin, color, veteran status, sexual orientation, gender identity or any other protected class. We are committed to working with and providing reasonable accommodation to individuals with disabilities.

USP does not accept unsolicited resumes from 3rd party recruitment agencies and is not responsible for fees from recruiters or other agencies except under specific written agreement with USP. 


",Full-Time,5 years,Other Great Industries,"Rockville, MD",NA,Oracle Applications DBA,NA
134,Other,BI WORLDWIDE,NA,"
BI WORLDWIDE is a global leader in employee, channel and customer engagement. We're the leader because of our associates. We hire the best. We're doing some cutting-edge work at BI WORLDWIDE. So cutting-edge, in fact, that we're always looking for new talent to pull it off.
That's where you come in.
Big projects? Check.
Cool clients? Yep.
Problem-solving and collaboration? You bet.
Modern software development environments? Critical to our success.
Parties, bands, beverages, ping-pong, pinball, foosball and mini-golf? Of course.
We were recently named one of the Top 150 Workplaces 2017 by the Star Tribune.
But most importantly, it is your big ideas that will be key to our clients' success.
Our Corporate Technology team is seeking a talented Database Administrator (DBA). The DBA will administer BIW databases, maintain highly available development and production database environments, along with provide technical expertise for development groups.
Roles & Responsibilities:

Install, upgrade, and maintain Oracle, MySQL and SQL Server databases.
Investigate database performance and functional issues.
Work with development groups and vendor support to troubleshoot and resolve database issues.
Participate in on-call 24x7 on-call rotation.
Develop and document processes and procedures to notify DBAs upon database failure, and to proactively prevent problems.
Promptly apply security patches to all environments
Monitor and test database backups to ensure recoverability as determined by SLAs and business commitments.
Ensure that databases are backed up regularly, and that the recovery procedures are tested.
Adhere to security standards, and respond to customer audits.
Implement database security access roles.
Reorganize database objects as required.
Configure database networking and configuration.
Work cooperatively with development personnel to provide data solutions for BIW, and resolve problems in a timely manner.
Serve as technical contact for database issues and architectural changes.
Provide change and outage notification.
Provide planning for disaster recovery.

Required Experience & Education:

Minimum of 3 years' experience as an Oracle DBA required; SQL Server and MySQL database administration experience is a plus.
Previous experience installing, configuring, and maintaining Oracle on Linux. MySQL and SQL Server optional.
Experience in implementing and updating scripts and procedures to monitor database environment.
Database back-up and restore capabilities.
Organized and detail oriented.
Good communication skills.
BS/BA or Technical Certificate in Computer Science.

Equal Opportunity Employer Minorities/Women/Protected Veterans/Disabled
",Full-Time,3 years,Other Great Industries,"7760 Bush Lake RoadEdina, MN 55439",NA,Oracle Database Administrator,NA
135,Information Technology,Experis,NA,"
We are seeking a Database Administrator for a 6 month contract role in Seattle, WA. In this role, the DBA will provide database support for oracle/PostgreSQL migrations. The DBA will work directly with other database and software engineers to implement solutions to accommodate our growth through efficient approaches to data storage. The DBA will have the opportunity to successfully execute migrations of mission critical systems within tight timelines.  Required skills: * Bachelor's degree in Computer Science or related field * 10+ years relevant experience * SQL proficiency * Experience with migrations using Oracle and PostgreSQL * Experience with big Oracle to PostgreSQL migrationsLinux experience * Scripting in Python or UNIX shell * Experience dealing with large databases * Experience with managing production database servers * Administration MS/Linux servers, and storage * Experience in supporting internal and external customersPreferred skills: * Design and development experience with several enterprise class database migrations is preferred.Effective communication and strong collaboration skills are requirements for the position * Experience with multiple database platforms is a plus * Strong troubleshooting and problem solving skills * Experience with managing production database servers * Quantifiable success as a DBA * Thrives in a fast-paced, innovative environmentExperis is an Equal Opportunity Employer (EOE/AA)
",Contractor,Experience - At least 10 year(s),Consulting,"Seattle, WA",NA,Database Administrator,NA
136,Information Technology,Brooksource,Degree - 2 Year Degree,"
Title: ETL Developer    Location: Dayton, OH  Title: ETL Developer    Term of Assignment: 4 month contract with likely extensions    Nature of Work:     SQL Stack ETL Developer; SSRS/SSIS required; Informatica, Teradata, and SAS experience preferred.     Top skillsets:     SSIS/SSRS, Reporting, High Volume/Capacity Preferred, Healthcare Data Experience Preferred    Location:  Dayton, Ohio   REQUIREMENT   
Bachelor's Degree or equivalent years of relevant work experience is required
Minimum of three (3) years of ETL development experience is required
Healthcare experience is preferred
Data management experience is preferred
ETL development
Hadoop and shell scripting experience preferred
SSIS and SQL Server knowledge preferred
Java or Python experience preferred
Metadata solutions or tool experience preferred
Communication skills both written and verbal
Knowledge of managed care preferred
Knowledge of healthcare data coding such as CPT-4, HCPCS, ICD-9, DRG and Revenue Codes a plus
Ability to work independently and within a team environment
Critical listening and thinking skills
Decision making/problem solving skills
Training/teaching skills
      Role/Responsibilities:  • Participate in the development and implementation of data migration using best practices throughout the enterprise through the data migration tool  • Work within the data migration strategy and roadmap to increase the usability, completeness, and accuracy of enterprise data throughout the company systems and applications  • Provide input on the architecture and integration of multiple database and reporting tool products within an Enterprise Data Warehouse  • Ensure HIPPA and regulatory compliance rules are addressed for all data movement  • Utilize ETL standards and practices toward establishing and following a centralized metadata repository  • Work with business areas and IT to ensure integrity and proper integration for all sources of enterprise data  • Coordinate with business areas and IT to support a business rule repository and processes, and support and store in a metadata repository  • Work closely with areas directly connected to the Enterprise Data Warehouse to ensure that reporting, business intelligence, and analytic data needs are met  • Work within an iterative approach methodology  • Perform any other job related instructions, as requested     Education / Experience:  • Bachelor's Degree or equivalent years of relevant work experience is required  • Minimum of three (3) years of ETL development experience is required  • Healthcare experience is preferred  • Data management experience is preferred     Required Competencies / Knowledge / Skills:  • ETL development  • Hadoop and shell scripting experience preferred  • Informatica experience preferred  • SSIS and SQL Server knowledge preferred  • Java or Python experience preferred  • Metadata solutions or tool experience preferred  • Communication skills both written and verbal  • Knowledge of managed care preferred  • Knowledge of healthcare data coding such as CPT-4, HCPCS, ICD-9, DRG and Revenue Codes a plus  • Ability to work independently and within a team environment  • Critical listening and thinking skills  • Decision making/problem solving skills  • Strategic management skills Eight Eleven Group provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, national origin, age, sex, citizenship, disability, genetic information, gender, sexual orientation, gender identity, marital status, amnesty or status as a covered veteran in accordance with applicable federal, state, and local laws.

Title: ETL DeveloperLocation: Dayton, OHTitle: ETL DeveloperTerm of Assignment: 4 month contract with likely extensionsNature of Work:SQL Stack ETL Developer; SSRS/SSIS required; Informatica, Teradata, and SAS experience preferred.Top skillsets:SSIS/SSRS, Reporting, High Volume/Capacity Preferred, Healthcare Data Experience PreferredLocation:Dayton, OhioREQUIREMENTBachelor's Degree or equivalent years of relevant work experience is requiredMinimum of three (3) years of ETL development experience is requiredHealthcare experience is preferredData management experience is preferredETL developmentHadoop and shell scripting experience preferredSSIS and SQL Server knowledge preferredJava or Python experience preferredMetadata solutions or tool experience preferredCommunication skills both written and verbalKnowledge of managed care preferredKnowledge of healthcare data coding such as CPT-4, HCPCS, ICD-9, DRG and Revenue Codes a plusAbility to work independently and within a team environmentCritical listening and thinking skillsDecision making/problem solving skillsTraining/teaching skillsRole/Responsibilities:• Participate in the development and implementation of data migration using best practices throughout the enterprise through the data migration tool• Work within the data migration strategy and roadmap to increase the usability, completeness, and accuracy of enterprise data throughout the company systems and applications• Provide input on the architecture and integration of multiple database and reporting tool products within an Enterprise Data Warehouse• Ensure HIPPA and regulatory compliance rules are addressed for all data movement• Utilize ETL standards and practices toward establishing and following a centralized metadata repository• Work with business areas and IT to ensure integrity and proper integration for all sources of enterprise data• Coordinate with business areas and IT to support a business rule repository and processes, and support and store in a metadata repository• Work closely with areas directly connected to the Enterprise Data Warehouse to ensure that reporting, business intelligence, and analytic data needs are met• Work within an iterative approach methodology• Perform any other job related instructions, as requestedEducation / Experience:• Bachelor's Degree or equivalent years of relevant work experience is required• Minimum of three (3) years of ETL development experience is required• Healthcare experience is preferred• Data management experience is preferredRequired Competencies / Knowledge / Skills:• ETL development• Hadoop and shell scripting experience preferred• Informatica experience preferred• SSIS and SQL Server knowledge preferred• Java or Python experience preferred• Metadata solutions or tool experience preferred• Communication skills both written and verbal• Knowledge of managed care preferred• Knowledge of healthcare data coding such as CPT-4, HCPCS, ICD-9, DRG and Revenue Codes a plus• Ability to work independently and within a team environment• Critical listening and thinking skills• Decision making/problem solving skills• Strategic management skills
",Full-Time,NA,Insurance,"Dayton, OH",$48.00 - $55.00 /Hour,ETL Developer,NA
137,Information Technology,The Walters Art Museum,Degree - 4 Year Degree,"

Reporting to the Manager of Information Technology, the Database Coordinator primarily designs, implements, administers, maintains and evaluates the Walters Art  Museum’s databases and provides the primary desktop and software-related technical support for problem resolution. When needed, the Database Coordinator provides technical support to the Head of Imaging and Intellectual Property with regard to ResourceSpace (data asset management system) and to the Assistant Registrar for Data and Images with regard to TMS (the collection management system). The Database Coordinator provides consistent backup support to the Information Technology Manager with server administration, user account maintenance, system documentation, help-desk support functions and participates in planning of future upgrades and technology enhancements.

 


Oversees user accounts/groups, recommends and manages security permissions and develops and implements related security policies in partnership with the Information Technology Manager.
Assists staff in identifying and producing their reporting and querying needs including the creation and revision of specified custom Crystal and SSRS reports and the identification of data entry requirements for staff that are necessary to create reports.

Implements, maintains, and troubleshoots database system integrations. 

Implements and maintains test environments for database systems where new processes and upgrades can be tested. Maintains the test environments with recent production data.

Develops and maintains comprehensive disaster recovery and backup plans for database systems and data. Monitors these processes to ensure appropriate coverage. 

Creates and maintains user guides, manuals and documentation for system administration, data entry and data retrieval.
Performs end-user client maintenance as related to database applications, including installation and troubleshooting.
Trains staff in database usage and provides end-users with daily support for all database related issues as help desk resource.
Conducts file transfers, imports, exports and dissemination of data and associated media to web based applications and partner organizations.
Uses security protocols, database administration protocols, table and metadata management to ensure data integrity, digital preservation of resources and a successful end user experience.
Keep database applications running in optimum condition by evaluating new version upgrades for all databases and testing and applying upgrades as needed. Maintains database application test environments to safely facilitate both this process and all database processes and development initiatives.
Anticipates future client and server hardware needs for database applications by developing growth scenarios and end-user needs requirements, and works closely with the Manager of Information technology on budgeting and planning to meet those needs.
Extends the functionality of applications by developing and maintaining SQL scripts, stored procedures, automated reporting, PHP utilities and other applications that facilitate imaging and information workflows, data sharing, interoperability and data integrity.
Works with end-users to define needs for customized application interfaces, data views and other user-interface components. Use vendor-provided tools to implement customizations or serve as the technical lead for developing larger-scale, outsourced customizations. 
Automates digital preservation and metadata schema protocols to as great extent as possible by using scripts, utilities and stored procedures.
Interacts with all necessary departments/divisions to analyze and gather report requirements for generating criteria and output.
Provides back-up support to the Information Technology Manager in supporting the network and infrastructure of the museum.

Qualifications include BA in Computer Science, Management Information Systems, or related field, three years of experience with various database applications and strong SQL scripting skills, or an equivalent combination of education, training and experience.  Experience with Crystal reports, SSRS Reporting and MySQL preferred. Must have good organizational skills, be detail oriented, and communicate effectively.  




 
 Salary is commensurate with experience. We offer an attractive benefits package. For consideration, send your resume, cover letter with salary requirement to [Click Here to Email Your Resumé]. Application end date is April 30, 2018. 
  
An Equal Opportunity, Equal Access Employer
A smoke and drug free workplace
",Full-Time,Experience - At least 3 year(s),Art - Photography - Journalism,"600 North Charles StreetBaltimore, Maryland, MD 21201",NA,Database Coordinator,Travel - Negligible
138,Admin - Clerical,"Alliance of Professionals & Consultants, Inc.",NA,"
Are you an experienced Database Administrator III? If so, let’s talk! Our client is actively seeking a talented Database Administrator III to work at their location in Kansas City, Missouri. This is a Temp to Perm assignment. Key Responsibilities:  Provides and applies technical strategies in the designing, implementing, administering, maintaining and performance tuning database systems and related technologies. Provides technical consultation for enterprise and application project teams. Participate with members to identify and clarify strategy, address gaps, define and execute related policy/procedures and pursue improvement opportunities. This position is expected to work independently with minimal guidance and assistance with the technology supported. Day to day support and maintenance of assigned databases, including: Ensuring recoverability via backups or other solutions Ensuring high availability for business users Maintaining a strong security profile with patching, updates and audit logs Administering and documenting user accounts and maintaining authentication controls Monitoring capacity and growth and licenses Day to day customer service for assigned databases, including: Assisting users and resolving problems Proactively reviewing and researching for problems Assisting application teams in resolving performance problems Support of projects, including: Routine support tasks as assigned Design assistance and consulting including identification and documentation of design concerns related to performance, security, auditability, availability and recoverability Management of test and other non-production databases for the projects   Performance, capacity, recovery and other testing  Requirements:  Golden Gate and Exadata experience are plus. This is a temp-to-perm role Understands and considers standard concepts, best practices and procedures related to database development and administration. Working knowledge of multiple database applications, programming languages and/or system environments. Working knowledge of business goals, corporate IT standards, strategy and service level agreements. Communicates effectively with all levels of employees, both technical and non-technical. Establishes cooperative relationships with departments. Effective project team member, at times assuming leadership role for the project. Searches for and identifies alternative and/or innovative solutions to technical problems. Uses planning skills to manage and complete projects on time and on budget. Exercises sound judgment when making decisions. Quickly adapts to multiple demands and rapidly changing priorities. Education/Experience Bachelor’s Degree in Computer Science or Information Technology or other related field and 4 years of database administration experience OR 6 years of database administration experience  Job Reference # 27451 APC believes that the workplace should be fun and enjoyable. Join our team today and ignite your career! Meet APC Company – Staffing – 501 – 1000 employees APC is a professional services organization focused on engaging people and positively impacting lives. We offer excellent benefits and the opportunity for longevity, working with our premier fortune 100 clients. As professionals serving professionals, we take pride in providing our employees with the highest level of customer service and support, creating meaningful, fulfilling and rewarding experiences every day. APC is committed to creating a diverse work environment and is proud to be an equal opportunity employer.  All qualified individuals will receive consideration for employment without regard to race, color, religion, national origin, gender, sexual orientation, gender identity, age, disability, genetics, or veteran status.
",Contractor,4 years,Other Great Industries,"Kansas City, MO 64105",NA,Database Administrator III,NA
139,Information Technology,NA,NA,"
Immediate need for a Teradata DBA with experience in the Travel Industry. This is a 6 months contract opportunity with long-term potential located in Dallas/Ft Worth, TX. Please review the job description below:

Job ID: 18-10802
 
Key Skills:
·         10+ years Sr Teradata DBA experience 
·         Extensive Teradata Database Administration in Production and Development Environment. Manage and maintain data in production and non-production databases. Support production on-call. 
·         Extensive knowledge in Teradata tools and Utilities, FastLoad, Multiload, Tpump, FastExport 
·         Extensive Performance Tuning experience in Teradata System 
·         Extensive Teradata Resource Management Experience 
·         Extensive Teradata Viewpoint Experience 
·         Working knowledge in Teradata Active System Management (TASM)
·         Create automation to manage deployments and monitor databases 
·         Sound Relational Database knowledge 
·         Basic Unix/Linux and networking skill 
·         Any scripting Language 
·         Exposure to full Application Development Life Cycle and Agile Scrum methodology 
·         Database data modeling and design experience. 
·         Drive database design, implementation and maintenance in the context of Agile team delivery, including modeling, creation, enhancements.
 
Our client is a leading Travel Industry and we are currently interviewing to fill this and other similar contract positions. Qualified candidates should apply NOW for immediate consideration.  
",Contractor,Experience - At least 10 year(s),Travel,"Dallas, TX",NA,Teradata DBA,Travel
140,Information Technology,Vaco Technology,Degree - 2 Year Degree,"
This individual will develop, document, and implement information integration solutions to support our business needs. They will design, develop, test, and deploy critical data integration processes using tools such as IBM DataStage/Quality Stage, SSIS, T-SQL, and PL-SQL. This role routinely interacts with business users, analyzes user requirements, and translates & applies business rules to data transformations.Advanced knowledge of ETL including the ability to read/write efficient, robust code, follow or implement best practices and coding standards, design/implement common ETL strategies (SCD 1/2, CDC, etc.), and create reusable/maintainable jobs. Experience with DataStage or SSIS is required.-Advanced knowledge of T-SQL and/or PL-SQL, including the ability to write stored procedures, triggers, functions, etc. Experience in SQL performance tuning.-Knowledge of relational and dimensional database structures, theories, and practices-Minimum of 5+ Years applied ETL development background; 3+ Years in a team-based Solution Development Life Cycle (SDLC) environment. -Ability to communicate clearly and appropriately to all levels of the organization.-Experience with Business Intelligence Tools (Tableau, MicroStrategy, SAP Business Objects, etc.) is desirable.

This individual will develop, document, and implement information integration solutions to support our business needs. They will design, develop, test, and deploy critical data integration processes using tools such as IBM DataStage/Quality Stage, SSIS, T-SQL, and PL-SQL. This role routinely interacts with business users, analyzes user requirements, and translates & applies business rules to data transformations.Advanced knowledge of ETL including the ability to read/write efficient, robust code, follow or implement best practices and coding standards, design/implement common ETL strategies (SCD 1/2, CDC, etc.), and create reusable/maintainable jobs. Experience with DataStage or SSIS is required.•Advanced knowledge of T-SQL and/or PL-SQL, including the ability to write stored procedures, triggers, functions, etc. Experience in SQL performance tuning.•Knowledge of relational and dimensional database structures, theories, and practices•Minimum of 5+ Years applied ETL development background; 3+ Years in a team-based Solution Development Life Cycle (SDLC) environment. •Ability to communicate clearly and appropriately to all levels of the organization.•Experience with Business Intelligence Tools (Tableau, MicroStrategy, SAP Business Objects, etc.) is desirable.
",Contractor,Experience - At least 3 year(s),Computer Software,"Orlando, FL",$45.00 - $60.00 /Hour,Datastage Developer,NA
141,Information Technology,UnitedHealth Group,NA,"

As a Sr. Database Administrator, you’ll work with state-of-the-art relational database technologies and be part of a team that’s developing mission critical applications and systems. You’ll be responsible for the design, implementation, support and maintenance of all functions of relational database systems.  As you do, you’ll be helping to make the world a smarter, healthier place. 

Primary Responsibilities

Partner with project teams and interact with customers to find solutions for projects and operational issues for existing and proposed databases 

Design storage strategies around backup and recovery for complex database environments, physical structures and specialized database applications/systems 

Act as a liaison serving as primary point of contact between application business segments and database administrators 

Identify and initiate resolutions to user problems and concerns associated with database server equipment (hardware and software) 

Know that this opportunity comes with big potential and big challenges. It’s a fast paced team that includes some of the top minds and most intensely focused technology professionals in the business. You’ll be expected to work cross functionally bringing smart ideas and solutions through design, implementation, support and maintenance

We are a company that is on the rise. We're expanding in multiple directions, across borders and, most of all, in the way we think. Here, innovation isn't about another gadget, it's about transforming the health care industry. Ready to make a difference? Make yourself at home with us and start doing your life's best work.(sm)

Required Qualifications:

Bachelor's Degree (or 5 years of relevant and equivalent work experience) 

5+ years of experience as an Oracle DBA 

5+ years of experience with RAC and performance tuning 

2+ years of experience supporting a large enterprise data warehouse system (50 TB or more) 

1+ years of experience with data integration / replication (Golden Gate or ExaData)

Preferred Qualifications:

SQL Experience 

Prior Healthcare 

Technology Careers with Optum. Information and technology have amazing power to transform the health care industry and improve people's lives. This is where it's happening. This is where you'll help solve the problems that have never been solved. We're freeing information so it can be used safely and securely wherever it's needed. We're creating the very best ideas that can most easily be put into action to help our clients improve the quality of care and lower costs for millions. This is where the best and the brightest work together to make positive change a reality. This is the place to do your life's best work.(sm)


Diversity creates a healthier atmosphere: UnitedHealth Group is an Equal Employment Opportunity/Affirmative Action employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, age, national origin, protected veteran status, disability status, sexual orientation, gender identity or expression, marital status, genetic information, or any other characteristic protected by law.

UnitedHealth Group is a drug-free workplace. Candidates are required to pass a drug test before beginning employment.

",Full-Time,5 years,Healthcare - Health Services,"San Antonio, TX",NA,"Senior Database Administrator - San Antonio, TX",NA
142,Finance,TalentHub Worldwide,Degree - 4 Year Degree,"
 
Provide research, reference, and alert services to board members and staff by accessing and utilizing accounting and business resources.  Primarily involves research, vendor management, contract renewal surveys, inventory tracking, and invoice reconciliation.  Stay up-to-date on all regulatory activities and provide research for new organizational initiatives.  Assist with preparing the annual budget, evaluating content needs of the staff, migrating print sources to electronic, implementing new products for desktop use, and ongoing training of the staff.

Position Responsibilities:
 
·         Conduct quick or in-depth content searches for all staff using online databases, the Internet or periodical collections
·         Ensure high-quality, actionable research information is produced to guide our clients in their decision making
·         Be deliberate in sharing information that is useful
·         Assess the value of the content provided
·         Highlight key components of the content relevant to the research request
·         Organize information by studying, analyzing, interpreting, and classifying data
·         Orient staff with the services we offer
·         Track all research requests in database to ensure completion time adhered as well assist with requirements around contract renewals
·         Evaluate print sources to migrate to electronic databases 
·         Extract monthly usage reports for all electronic sources and review low usage with subscribers to ensure they have proper training and tools


Essential Skills and Experience:
 
·         Bachelor of Science in Business Administration or related field
·         Minimum of 5 years’ experience in Financial Services ; Experience within Professional Services firm strongly preferred
·         Research experience
·         Understanding of databases, such as Bloomberg, EBSCOHost, LIVEDGAR, Checkpoint and SEC filings
·         Demonstrated critical thinking skills
·         Proven success with process improvement and documentation
·         Track record of building successful client relationships 
·         Strong written and verbal communication skills
·         Ability to multi task and manage small and large projects
·         Strong Microsoft Suite experience particularly with SharePoint, CRM, Word, Excel, PowerPoint
·         Experience using a contract, inventory and invoice management tool

",Full-Time,5 years,Accounting - Finance,"220 East 42nd StreetNew York, NY 10017","$90,000.00 /Year",Research and Database Analyst,NA
